,Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE,New_Date
16157,Average Minimum Temperature,1982M10,Valentia Observatory,Degrees C,8.5,1982-10
16158,Average Minimum Temperature,1982M10,Casement,Degrees C,6.7,1982-10
16159,Average Minimum Temperature,1982M10,Claremorris,Degrees C,6.2,1982-10
16160,Average Minimum Temperature,1982M10,Clones,Degrees C,5.9,1982-10
16161,Average Minimum Temperature,1982M10,Cork Airport,Degrees C,7.2,1982-10
16162,Average Minimum Temperature,1982M10,Dublin Airport,Degrees C,7.4,1982-10
16163,Average Minimum Temperature,1982M10,Galway,Degrees C,7.5,1982-10
16164,Average Minimum Temperature,1982M10,Kilkenny,Degrees C,6.1,1982-10
16165,Average Minimum Temperature,1982M10,Malin Head,Degrees C,7.8,1982-10
16166,Average Minimum Temperature,1982M10,Mullingar,Degrees C,5.5,1982-10
16167,Average Minimum Temperature,1982M10,Roches Point,Degrees C,8.7,1982-10
16168,Average Minimum Temperature,1982M10,Rosslare,Degrees C,8.6,1982-10
16169,Average Minimum Temperature,1982M10,Shannon Airport,Degrees C,7.9,1982-10
16170,Average Minimum Temperature,1982M11,Belmullet,Degrees C,4.7,1982-11
16171,Average Minimum Temperature,1982M11,Birr,Degrees C,4.0,1982-11
16172,Average Minimum Temperature,1982M11,Valentia Observatory,Degrees C,5.7,1982-11
16173,Average Minimum Temperature,1982M11,Casement,Degrees C,4.3,1982-11
16174,Average Minimum Temperature,1982M11,Claremorris,Degrees C,3.4,1982-11
16175,Average Minimum Temperature,1982M11,Clones,Degrees C,3.2,1982-11
16176,Average Minimum Temperature,1982M11,Cork Airport,Degrees C,4.9,1982-11
16177,Average Minimum Temperature,1982M11,Dublin Airport,Degrees C,4.6,1982-11
16178,Average Minimum Temperature,1982M11,Galway,Degrees C,4.6,1982-11
16179,Average Minimum Temperature,1982M11,Kilkenny,Degrees C,3.8,1982-11
16180,Average Minimum Temperature,1982M11,Malin Head,Degrees C,5.2,1982-11
16181,Average Minimum Temperature,1982M11,Mullingar,Degrees C,3.1,1982-11
16182,Average Minimum Temperature,1982M11,Roches Point,Degrees C,6.2,1982-11
16183,Average Minimum Temperature,1982M11,Rosslare,Degrees C,6.1,1982-11
16184,Average Minimum Temperature,1982M11,Shannon Airport,Degrees C,5.2,1982-11
16185,Average Minimum Temperature,1982M12,Belmullet,Degrees C,3.3,1982-12
16186,Average Minimum Temperature,1982M12,Birr,Degrees C,1.8,1982-12
16187,Average Minimum Temperature,1982M12,Valentia Observatory,Degrees C,4.3,1982-12
16188,Average Minimum Temperature,1982M12,Casement,Degrees C,2.0,1982-12
16189,Average Minimum Temperature,1982M12,Claremorris,Degrees C,1.2,1982-12
16190,Average Minimum Temperature,1982M12,Clones,Degrees C,1.1,1982-12
16191,Average Minimum Temperature,1982M12,Cork Airport,Degrees C,2.6,1982-12
16192,Average Minimum Temperature,1982M12,Dublin Airport,Degrees C,2.4,1982-12
16193,Average Minimum Temperature,1982M12,Galway,Degrees C,2.6,1982-12
16194,Average Minimum Temperature,1982M12,Kilkenny,Degrees C,1.5,1982-12
16195,Average Minimum Temperature,1982M12,Malin Head,Degrees C,3.1,1982-12
16196,Average Minimum Temperature,1982M12,Mullingar,Degrees C,0.8,1982-12
16197,Average Minimum Temperature,1982M12,Roches Point,Degrees C,4.0,1982-12
16198,Average Minimum Temperature,1982M12,Rosslare,Degrees C,3.9,1982-12
16199,Average Minimum Temperature,1982M12,Shannon Airport,Degrees C,3.1,1982-12
16200,Average Minimum Temperature,1983M01,Belmullet,Degrees C,4.9,1983-01
16201,Average Minimum Temperature,1983M01,Birr,Degrees C,3.9,1983-01
16202,Average Minimum Temperature,1983M01,Valentia Observatory,Degrees C,6.2,1983-01
16203,Average Minimum Temperature,1983M01,Casement,Degrees C,3.7,1983-01
16204,Average Minimum Temperature,1983M01,Claremorris,Degrees C,3.7,1983-01
16205,Average Minimum Temperature,1983M01,Clones,Degrees C,3.3,1983-01
16206,Average Minimum Temperature,1983M01,Cork Airport,Degrees C,4.2,1983-01
16207,Average Minimum Temperature,1983M01,Dublin Airport,Degrees C,3.9,1983-01
16208,Average Minimum Temperature,1983M01,Galway,Degrees C,4.8,1983-01
16209,Average Minimum Temperature,1983M01,Kilkenny,Degrees C,3.4,1983-01
16210,Average Minimum Temperature,1983M01,Malin Head,Degrees C,4.3,1983-01
16211,Average Minimum Temperature,1983M01,Mullingar,Degrees C,3.1,1983-01
16212,Average Minimum Temperature,1983M01,Roches Point,Degrees C,5.7,1983-01
16213,Average Minimum Temperature,1983M01,Rosslare,Degrees C,5.2,1983-01
16214,Average Minimum Temperature,1983M01,Shannon Airport,Degrees C,5.0,1983-01
16215,Average Minimum Temperature,1983M02,Belmullet,Degrees C,1.9,1983-02
16216,Average Minimum Temperature,1983M02,Birr,Degrees C,0.6,1983-02
16217,Average Minimum Temperature,1983M02,Valentia Observatory,Degrees C,3.2,1983-02
16218,Average Minimum Temperature,1983M02,Casement,Degrees C,0.6,1983-02
16219,Average Minimum Temperature,1983M02,Claremorris,Degrees C,0.9,1983-02
16220,Average Minimum Temperature,1983M02,Clones,Degrees C,0.7,1983-02
16221,Average Minimum Temperature,1983M02,Cork Airport,Degrees C,1.4,1983-02
16222,Average Minimum Temperature,1983M02,Dublin Airport,Degrees C,1.6,1983-02
16223,Average Minimum Temperature,1983M02,Galway,Degrees C,1.4,1983-02
16224,Average Minimum Temperature,1983M02,Kilkenny,Degrees C,0.9,1983-02
16225,Average Minimum Temperature,1983M02,Malin Head,Degrees C,2.3,1983-02
16226,Average Minimum Temperature,1983M02,Mullingar,Degrees C,0.4,1983-02
16227,Average Minimum Temperature,1983M02,Roches Point,Degrees C,2.7,1983-02
16228,Average Minimum Temperature,1983M02,Rosslare,Degrees C,2.6,1983-02
16229,Average Minimum Temperature,1983M02,Shannon Airport,Degrees C,1.5,1983-02
16230,Average Minimum Temperature,1983M03,Belmullet,Degrees C,5.3,1983-03
16231,Average Minimum Temperature,1983M03,Birr,Degrees C,4.5,1983-03
16232,Average Minimum Temperature,1983M03,Valentia Observatory,Degrees C,6.4,1983-03
16233,Average Minimum Temperature,1983M03,Casement,Degrees C,4.0,1983-03
16234,Average Minimum Temperature,1983M03,Claremorris,Degrees C,4.3,1983-03
16235,Average Minimum Temperature,1983M03,Clones,Degrees C,3.9,1983-03
16236,Average Minimum Temperature,1983M03,Cork Airport,Degrees C,4.8,1983-03
16237,Average Minimum Temperature,1983M03,Dublin Airport,Degrees C,4.2,1983-03
16238,Average Minimum Temperature,1983M03,Galway,Degrees C,5.3,1983-03
16239,Average Minimum Temperature,1983M03,Kilkenny,Degrees C,4.4,1983-03
16240,Average Minimum Temperature,1983M03,Malin Head,Degrees C,4.9,1983-03
16241,Average Minimum Temperature,1983M03,Mullingar,Degrees C,3.7,1983-03
16242,Average Minimum Temperature,1983M03,Roches Point,Degrees C,5.7,1983-03
16243,Average Minimum Temperature,1983M03,Rosslare,Degrees C,5.2,1983-03
16244,Average Minimum Temperature,1983M03,Shannon Airport,Degrees C,5.7,1983-03
16245,Average Minimum Temperature,1983M04,Belmullet,Degrees C,3.1,1983-04
16246,Average Minimum Temperature,1983M04,Birr,Degrees C,1.7,1983-04
16247,Average Minimum Temperature,1983M04,Valentia Observatory,Degrees C,3.5,1983-04
16248,Average Minimum Temperature,1983M04,Casement,Degrees C,1.7,1983-04
16249,Average Minimum Temperature,1983M04,Claremorris,Degrees C,1.5,1983-04
16250,Average Minimum Temperature,1983M04,Clones,Degrees C,1.6,1983-04
16251,Average Minimum Temperature,1983M04,Cork Airport,Degrees C,2.2,1983-04
16252,Average Minimum Temperature,1983M04,Dublin Airport,Degrees C,2.9,1983-04
16253,Average Minimum Temperature,1983M04,Galway,Degrees C,2.8,1983-04
16254,Average Minimum Temperature,1983M04,Kilkenny,Degrees C,1.6,1983-04
16255,Average Minimum Temperature,1983M04,Malin Head,Degrees C,3.7,1983-04
16256,Average Minimum Temperature,1983M04,Mullingar,Degrees C,1.6,1983-04
16257,Average Minimum Temperature,1983M04,Roches Point,Degrees C,3.9,1983-04
16258,Average Minimum Temperature,1983M04,Rosslare,Degrees C,4.0,1983-04
16259,Average Minimum Temperature,1983M04,Shannon Airport,Degrees C,3.0,1983-04
16260,Average Minimum Temperature,1983M05,Belmullet,Degrees C,6.7,1983-05
16261,Average Minimum Temperature,1983M05,Birr,Degrees C,6.0,1983-05
16262,Average Minimum Temperature,1983M05,Valentia Observatory,Degrees C,6.6,1983-05
16263,Average Minimum Temperature,1983M05,Casement,Degrees C,5.7,1983-05
16264,Average Minimum Temperature,1983M05,Claremorris,Degrees C,5.7,1983-05
16265,Average Minimum Temperature,1983M05,Clones,Degrees C,6.1,1983-05
16266,Average Minimum Temperature,1983M05,Cork Airport,Degrees C,6.0,1983-05
16267,Average Minimum Temperature,1983M05,Dublin Airport,Degrees C,6.6,1983-05
16268,Average Minimum Temperature,1983M05,Galway,Degrees C,7.0,1983-05
16269,Average Minimum Temperature,1983M05,Kilkenny,Degrees C,6.1,1983-05
16270,Average Minimum Temperature,1983M05,Malin Head,Degrees C,7.1,1983-05
16271,Average Minimum Temperature,1983M05,Mullingar,Degrees C,5.9,1983-05
16272,Average Minimum Temperature,1983M05,Roches Point,Degrees C,7.3,1983-05
16273,Average Minimum Temperature,1983M05,Rosslare,Degrees C,7.5,1983-05
16274,Average Minimum Temperature,1983M05,Shannon Airport,Degrees C,7.0,1983-05
16275,Average Minimum Temperature,1983M06,Belmullet,Degrees C,9.4,1983-06
16276,Average Minimum Temperature,1983M06,Birr,Degrees C,9.7,1983-06
16277,Average Minimum Temperature,1983M06,Valentia Observatory,Degrees C,10.0,1983-06
16278,Average Minimum Temperature,1983M06,Casement,Degrees C,9.0,1983-06
16279,Average Minimum Temperature,1983M06,Claremorris,Degrees C,9.0,1983-06
16280,Average Minimum Temperature,1983M06,Clones,Degrees C,9.4,1983-06
16281,Average Minimum Temperature,1983M06,Cork Airport,Degrees C,9.7,1983-06
16282,Average Minimum Temperature,1983M06,Dublin Airport,Degrees C,10.2,1983-06
16283,Average Minimum Temperature,1983M06,Galway,Degrees C,10.1,1983-06
16284,Average Minimum Temperature,1983M06,Kilkenny,Degrees C,9.4,1983-06
16285,Average Minimum Temperature,1983M06,Malin Head,Degrees C,9.8,1983-06
16286,Average Minimum Temperature,1983M06,Mullingar,Degrees C,9.2,1983-06
16287,Average Minimum Temperature,1983M06,Roches Point,Degrees C,10.7,1983-06
16288,Average Minimum Temperature,1983M06,Rosslare,Degrees C,10.8,1983-06
16289,Average Minimum Temperature,1983M06,Shannon Airport,Degrees C,10.6,1983-06
16290,Average Minimum Temperature,1983M07,Belmullet,Degrees C,12.8,1983-07
16291,Average Minimum Temperature,1983M07,Birr,Degrees C,13.0,1983-07
16292,Average Minimum Temperature,1983M07,Valentia Observatory,Degrees C,13.6,1983-07
16293,Average Minimum Temperature,1983M07,Casement,Degrees C,12.7,1983-07
16294,Average Minimum Temperature,1983M07,Claremorris,Degrees C,12.4,1983-07
16295,Average Minimum Temperature,1983M07,Clones,Degrees C,12.5,1983-07
16296,Average Minimum Temperature,1983M07,Cork Airport,Degrees C,13.9,1983-07
16297,Average Minimum Temperature,1983M07,Dublin Airport,Degrees C,13.8,1983-07
16298,Average Minimum Temperature,1983M07,Galway,Degrees C,13.7,1983-07
16299,Average Minimum Temperature,1983M07,Kilkenny,Degrees C,12.6,1983-07
16300,Average Minimum Temperature,1983M07,Malin Head,Degrees C,12.5,1983-07
16301,Average Minimum Temperature,1983M07,Mullingar,Degrees C,12.4,1983-07
16302,Average Minimum Temperature,1983M07,Roches Point,Degrees C,14.5,1983-07
16303,Average Minimum Temperature,1983M07,Rosslare,Degrees C,13.8,1983-07
16304,Average Minimum Temperature,1983M07,Shannon Airport,Degrees C,14.3,1983-07
16305,Average Minimum Temperature,1983M08,Belmullet,Degrees C,12.6,1983-08
16306,Average Minimum Temperature,1983M08,Birr,Degrees C,12.7,1983-08
16307,Average Minimum Temperature,1983M08,Valentia Observatory,Degrees C,13.1,1983-08
16308,Average Minimum Temperature,1983M08,Casement,Degrees C,12.3,1983-08
16309,Average Minimum Temperature,1983M08,Claremorris,Degrees C,12.3,1983-08
16310,Average Minimum Temperature,1983M08,Clones,Degrees C,12.4,1983-08
16311,Average Minimum Temperature,1983M08,Cork Airport,Degrees C,13.3,1983-08
16312,Average Minimum Temperature,1983M08,Dublin Airport,Degrees C,13.3,1983-08
16313,Average Minimum Temperature,1983M08,Galway,Degrees C,13.7,1983-08
16314,Average Minimum Temperature,1983M08,Kilkenny,Degrees C,12.4,1983-08
16315,Average Minimum Temperature,1983M08,Malin Head,Degrees C,13.1,1983-08
16316,Average Minimum Temperature,1983M08,Mullingar,Degrees C,12.2,1983-08
16317,Average Minimum Temperature,1983M08,Roches Point,Degrees C,14.2,1983-08
16318,Average Minimum Temperature,1983M08,Rosslare,Degrees C,14.0,1983-08
16319,Average Minimum Temperature,1983M08,Shannon Airport,Degrees C,14.1,1983-08
16320,Average Minimum Temperature,1983M09,Belmullet,Degrees C,10.1,1983-09
16321,Average Minimum Temperature,1983M09,Birr,Degrees C,9.7,1983-09
16322,Average Minimum Temperature,1983M09,Valentia Observatory,Degrees C,11.4,1983-09
16323,Average Minimum Temperature,1983M09,Casement,Degrees C,9.3,1983-09
16324,Average Minimum Temperature,1983M09,Claremorris,Degrees C,9.2,1983-09
16325,Average Minimum Temperature,1983M09,Clones,Degrees C,9.3,1983-09
16326,Average Minimum Temperature,1983M09,Cork Airport,Degrees C,9.9,1983-09
16327,Average Minimum Temperature,1983M09,Dublin Airport,Degrees C,10.3,1983-09
16328,Average Minimum Temperature,1983M09,Galway,Degrees C,10.8,1983-09
16329,Average Minimum Temperature,1983M09,Kilkenny,Degrees C,9.7,1983-09
16330,Average Minimum Temperature,1983M09,Malin Head,Degrees C,10.3,1983-09
16331,Average Minimum Temperature,1983M09,Mullingar,Degrees C,9.0,1983-09
16332,Average Minimum Temperature,1983M09,Roches Point,Degrees C,11.0,1983-09
16333,Average Minimum Temperature,1983M09,Rosslare,Degrees C,11.3,1983-09
16334,Average Minimum Temperature,1983M09,Shannon Airport,Degrees C,11.3,1983-09
16335,Average Minimum Temperature,1983M10,Belmullet,Degrees C,7.9,1983-10
16336,Average Minimum Temperature,1983M10,Birr,Degrees C,6.6,1983-10
16337,Average Minimum Temperature,1983M10,Valentia Observatory,Degrees C,8.8,1983-10
16338,Average Minimum Temperature,1983M10,Casement,Degrees C,6.8,1983-10
16339,Average Minimum Temperature,1983M10,Claremorris,Degrees C,6.8,1983-10
16340,Average Minimum Temperature,1983M10,Clones,Degrees C,6.5,1983-10
16341,Average Minimum Temperature,1983M10,Cork Airport,Degrees C,7.5,1983-10
16342,Average Minimum Temperature,1983M10,Dublin Airport,Degrees C,7.6,1983-10
16343,Average Minimum Temperature,1983M10,Galway,Degrees C,8.1,1983-10
16344,Average Minimum Temperature,1983M10,Kilkenny,Degrees C,6.0,1983-10
16345,Average Minimum Temperature,1983M10,Malin Head,Degrees C,8.1,1983-10
16346,Average Minimum Temperature,1983M10,Mullingar,Degrees C,6.1,1983-10
16347,Average Minimum Temperature,1983M10,Roches Point,Degrees C,8.5,1983-10
16348,Average Minimum Temperature,1983M10,Rosslare,Degrees C,9.0,1983-10
16349,Average Minimum Temperature,1983M10,Shannon Airport,Degrees C,8.1,1983-10
16350,Average Minimum Temperature,1983M11,Belmullet,Degrees C,6.1,1983-11
16351,Average Minimum Temperature,1983M11,Birr,Degrees C,5.6,1983-11
16352,Average Minimum Temperature,1983M11,Valentia Observatory,Degrees C,7.8,1983-11
16353,Average Minimum Temperature,1983M11,Casement,Degrees C,5.3,1983-11
16354,Average Minimum Temperature,1983M11,Claremorris,Degrees C,4.9,1983-11
16355,Average Minimum Temperature,1983M11,Clones,Degrees C,5.0,1983-11
16356,Average Minimum Temperature,1983M11,Cork Airport,Degrees C,6.5,1983-11
16357,Average Minimum Temperature,1983M11,Dublin Airport,Degrees C,6.6,1983-11
16358,Average Minimum Temperature,1983M11,Galway,Degrees C,6.1,1983-11
16359,Average Minimum Temperature,1983M11,Kilkenny,Degrees C,5.6,1983-11
16360,Average Minimum Temperature,1983M11,Malin Head,Degrees C,6.9,1983-11
16361,Average Minimum Temperature,1983M11,Mullingar,Degrees C,5.0,1983-11
16362,Average Minimum Temperature,1983M11,Roches Point,Degrees C,7.8,1983-11
16363,Average Minimum Temperature,1983M11,Rosslare,Degrees C,8.1,1983-11
16364,Average Minimum Temperature,1983M11,Shannon Airport,Degrees C,6.7,1983-11
16365,Average Minimum Temperature,1983M12,Belmullet,Degrees C,5.6,1983-12
16366,Average Minimum Temperature,1983M12,Birr,Degrees C,4.5,1983-12
16367,Average Minimum Temperature,1983M12,Valentia Observatory,Degrees C,6.9,1983-12
16368,Average Minimum Temperature,1983M12,Casement,Degrees C,4.3,1983-12
16369,Average Minimum Temperature,1983M12,Claremorris,Degrees C,4.5,1983-12
16370,Average Minimum Temperature,1983M12,Clones,Degrees C,4.1,1983-12
16371,Average Minimum Temperature,1983M12,Cork Airport,Degrees C,5.1,1983-12
16372,Average Minimum Temperature,1983M12,Dublin Airport,Degrees C,4.9,1983-12
16373,Average Minimum Temperature,1983M12,Galway,Degrees C,5.2,1983-12
16374,Average Minimum Temperature,1983M12,Kilkenny,Degrees C,3.7,1983-12
16375,Average Minimum Temperature,1983M12,Malin Head,Degrees C,5.6,1983-12
16376,Average Minimum Temperature,1983M12,Mullingar,Degrees C,3.7,1983-12
16377,Average Minimum Temperature,1983M12,Roches Point,Degrees C,6.7,1983-12
16378,Average Minimum Temperature,1983M12,Rosslare,Degrees C,6.2,1983-12
16379,Average Minimum Temperature,1983M12,Shannon Airport,Degrees C,5.5,1983-12
16380,Average Minimum Temperature,1984M01,Belmullet,Degrees C,2.0,1984-01
16381,Average Minimum Temperature,1984M01,Birr,Degrees C,0.7,1984-01
16382,Average Minimum Temperature,1984M01,Valentia Observatory,Degrees C,2.9,1984-01
16383,Average Minimum Temperature,1984M01,Casement,Degrees C,0.4,1984-01
16384,Average Minimum Temperature,1984M01,Claremorris,Degrees C,0.4,1984-01
16385,Average Minimum Temperature,1984M01,Clones,Degrees C,-0.2,1984-01
16386,Average Minimum Temperature,1984M01,Cork Airport,Degrees C,1.4,1984-01
16387,Average Minimum Temperature,1984M01,Dublin Airport,Degrees C,1.2,1984-01
16388,Average Minimum Temperature,1984M01,Galway,Degrees C,1.5,1984-01
16389,Average Minimum Temperature,1984M01,Kilkenny,Degrees C,0.6,1984-01
16390,Average Minimum Temperature,1984M01,Malin Head,Degrees C,1.4,1984-01
16391,Average Minimum Temperature,1984M01,Mullingar,Degrees C,0.0,1984-01
16392,Average Minimum Temperature,1984M01,Roches Point,Degrees C,2.8,1984-01
16393,Average Minimum Temperature,1984M01,Rosslare,Degrees C,2.5,1984-01
16394,Average Minimum Temperature,1984M01,Shannon Airport,Degrees C,1.9,1984-01
16395,Average Minimum Temperature,1984M02,Belmullet,Degrees C,4.0,1984-02
16396,Average Minimum Temperature,1984M02,Birr,Degrees C,3.0,1984-02
16397,Average Minimum Temperature,1984M02,Valentia Observatory,Degrees C,4.5,1984-02
16398,Average Minimum Temperature,1984M02,Casement,Degrees C,2.6,1984-02
16399,Average Minimum Temperature,1984M02,Claremorris,Degrees C,2.4,1984-02
16400,Average Minimum Temperature,1984M02,Clones,Degrees C,2.5,1984-02
16401,Average Minimum Temperature,1984M02,Cork Airport,Degrees C,3.3,1984-02
16402,Average Minimum Temperature,1984M02,Dublin Airport,Degrees C,3.2,1984-02
16403,Average Minimum Temperature,1984M02,Galway,Degrees C,3.3,1984-02
16404,Average Minimum Temperature,1984M02,Kilkenny,Degrees C,3.1,1984-02
16405,Average Minimum Temperature,1984M02,Malin Head,Degrees C,3.2,1984-02
16406,Average Minimum Temperature,1984M02,Mullingar,Degrees C,2.4,1984-02
16407,Average Minimum Temperature,1984M02,Roches Point,Degrees C,4.8,1984-02
16408,Average Minimum Temperature,1984M02,Rosslare,Degrees C,4.4,1984-02
16409,Average Minimum Temperature,1984M02,Shannon Airport,Degrees C,3.7,1984-02
16410,Average Minimum Temperature,1984M03,Belmullet,Degrees C,2.6,1984-03
16411,Average Minimum Temperature,1984M03,Birr,Degrees C,1.8,1984-03
16412,Average Minimum Temperature,1984M03,Valentia Observatory,Degrees C,3.2,1984-03
16413,Average Minimum Temperature,1984M03,Casement,Degrees C,2.1,1984-03
16414,Average Minimum Temperature,1984M03,Claremorris,Degrees C,1.4,1984-03
16415,Average Minimum Temperature,1984M03,Clones,Degrees C,1.9,1984-03
16416,Average Minimum Temperature,1984M03,Cork Airport,Degrees C,2.3,1984-03
16417,Average Minimum Temperature,1984M03,Dublin Airport,Degrees C,2.8,1984-03
16418,Average Minimum Temperature,1984M03,Galway,Degrees C,2.6,1984-03
16419,Average Minimum Temperature,1984M03,Kilkenny,Degrees C,2.2,1984-03
16420,Average Minimum Temperature,1984M03,Malin Head,Degrees C,2.9,1984-03
16421,Average Minimum Temperature,1984M03,Mullingar,Degrees C,1.7,1984-03
16422,Average Minimum Temperature,1984M03,Roches Point,Degrees C,3.6,1984-03
16423,Average Minimum Temperature,1984M03,Rosslare,Degrees C,3.9,1984-03
16424,Average Minimum Temperature,1984M03,Shannon Airport,Degrees C,3.0,1984-03
16425,Average Minimum Temperature,1984M04,Belmullet,Degrees C,5.3,1984-04
16426,Average Minimum Temperature,1984M04,Birr,Degrees C,4.4,1984-04
16427,Average Minimum Temperature,1984M04,Valentia Observatory,Degrees C,6.4,1984-04
16428,Average Minimum Temperature,1984M04,Casement,Degrees C,3.6,1984-04
16429,Average Minimum Temperature,1984M04,Claremorris,Degrees C,3.6,1984-04
16430,Average Minimum Temperature,1984M04,Clones,Degrees C,4.1,1984-04
16431,Average Minimum Temperature,1984M04,Cork Airport,Degrees C,5.4,1984-04
16432,Average Minimum Temperature,1984M04,Dublin Airport,Degrees C,5.2,1984-04
16433,Average Minimum Temperature,1984M04,Galway,Degrees C,5.2,1984-04
16434,Average Minimum Temperature,1984M04,Kilkenny,Degrees C,4.0,1984-04
16435,Average Minimum Temperature,1984M04,Malin Head,Degrees C,5.9,1984-04
16436,Average Minimum Temperature,1984M04,Mullingar,Degrees C,4.0,1984-04
16437,Average Minimum Temperature,1984M04,Roches Point,Degrees C,6.7,1984-04
16438,Average Minimum Temperature,1984M04,Rosslare,Degrees C,6.3,1984-04
16439,Average Minimum Temperature,1984M04,Shannon Airport,Degrees C,5.9,1984-04
16440,Average Minimum Temperature,1984M05,Belmullet,Degrees C,5.9,1984-05
16441,Average Minimum Temperature,1984M05,Birr,Degrees C,3.9,1984-05
16442,Average Minimum Temperature,1984M05,Valentia Observatory,Degrees C,5.9,1984-05
16443,Average Minimum Temperature,1984M05,Casement,Degrees C,4.0,1984-05
16444,Average Minimum Temperature,1984M05,Claremorris,Degrees C,3.5,1984-05
16445,Average Minimum Temperature,1984M05,Clones,Degrees C,4.1,1984-05
16446,Average Minimum Temperature,1984M05,Cork Airport,Degrees C,5.5,1984-05
16447,Average Minimum Temperature,1984M05,Dublin Airport,Degrees C,6.0,1984-05
16448,Average Minimum Temperature,1984M05,Galway,Degrees C,5.6,1984-05
16449,Average Minimum Temperature,1984M05,Kilkenny,Degrees C,4.3,1984-05
16450,Average Minimum Temperature,1984M05,Malin Head,Degrees C,6.5,1984-05
16451,Average Minimum Temperature,1984M05,Mullingar,Degrees C,4.0,1984-05
16452,Average Minimum Temperature,1984M05,Roches Point,Degrees C,7.1,1984-05
16453,Average Minimum Temperature,1984M05,Rosslare,Degrees C,7.9,1984-05
16454,Average Minimum Temperature,1984M05,Shannon Airport,Degrees C,6.2,1984-05
16455,Average Minimum Temperature,1984M06,Belmullet,Degrees C,10.0,1984-06
16456,Average Minimum Temperature,1984M06,Birr,Degrees C,9.5,1984-06
16457,Average Minimum Temperature,1984M06,Valentia Observatory,Degrees C,10.5,1984-06
16458,Average Minimum Temperature,1984M06,Casement,Degrees C,9.7,1984-06
16459,Average Minimum Temperature,1984M06,Claremorris,Degrees C,9.4,1984-06
16460,Average Minimum Temperature,1984M06,Clones,Degrees C,10.1,1984-06
16461,Average Minimum Temperature,1984M06,Cork Airport,Degrees C,10.2,1984-06
16462,Average Minimum Temperature,1984M06,Dublin Airport,Degrees C,10.6,1984-06
16463,Average Minimum Temperature,1984M06,Galway,Degrees C,10.3,1984-06
16464,Average Minimum Temperature,1984M06,Kilkenny,Degrees C,9.7,1984-06
16465,Average Minimum Temperature,1984M06,Malin Head,Degrees C,10.5,1984-06
16466,Average Minimum Temperature,1984M06,Mullingar,Degrees C,9.6,1984-06
16467,Average Minimum Temperature,1984M06,Roches Point,Degrees C,11.1,1984-06
16468,Average Minimum Temperature,1984M06,Rosslare,Degrees C,11.3,1984-06
16469,Average Minimum Temperature,1984M06,Shannon Airport,Degrees C,11.0,1984-06
16470,Average Minimum Temperature,1984M07,Belmullet,Degrees C,12.1,1984-07
16471,Average Minimum Temperature,1984M07,Birr,Degrees C,11.0,1984-07
16472,Average Minimum Temperature,1984M07,Valentia Observatory,Degrees C,11.8,1984-07
16473,Average Minimum Temperature,1984M07,Casement,Degrees C,10.5,1984-07
16474,Average Minimum Temperature,1984M07,Claremorris,Degrees C,10.9,1984-07
16475,Average Minimum Temperature,1984M07,Clones,Degrees C,11.0,1984-07
16476,Average Minimum Temperature,1984M07,Cork Airport,Degrees C,11.6,1984-07
16477,Average Minimum Temperature,1984M07,Dublin Airport,Degrees C,11.7,1984-07
16478,Average Minimum Temperature,1984M07,Galway,Degrees C,12.1,1984-07
16479,Average Minimum Temperature,1984M07,Kilkenny,Degrees C,10.4,1984-07
16480,Average Minimum Temperature,1984M07,Malin Head,Degrees C,12.3,1984-07
16481,Average Minimum Temperature,1984M07,Mullingar,Degrees C,10.5,1984-07
16482,Average Minimum Temperature,1984M07,Roches Point,Degrees C,12.5,1984-07
16483,Average Minimum Temperature,1984M07,Rosslare,Degrees C,12.8,1984-07
16484,Average Minimum Temperature,1984M07,Shannon Airport,Degrees C,12.6,1984-07
16485,Average Minimum Temperature,1984M08,Belmullet,Degrees C,12.6,1984-08
16486,Average Minimum Temperature,1984M08,Birr,Degrees C,11.9,1984-08
16487,Average Minimum Temperature,1984M08,Valentia Observatory,Degrees C,12.4,1984-08
16488,Average Minimum Temperature,1984M08,Casement,Degrees C,11.9,1984-08
16489,Average Minimum Temperature,1984M08,Claremorris,Degrees C,10.9,1984-08
16490,Average Minimum Temperature,1984M08,Clones,Degrees C,11.7,1984-08
16491,Average Minimum Temperature,1984M08,Cork Airport,Degrees C,12.8,1984-08
16492,Average Minimum Temperature,1984M08,Dublin Airport,Degrees C,13.1,1984-08
16493,Average Minimum Temperature,1984M08,Galway,Degrees C,13.1,1984-08
16494,Average Minimum Temperature,1984M08,Kilkenny,Degrees C,11.9,1984-08
16495,Average Minimum Temperature,1984M08,Malin Head,Degrees C,12.5,1984-08
16496,Average Minimum Temperature,1984M08,Mullingar,Degrees C,11.3,1984-08
16497,Average Minimum Temperature,1984M08,Roches Point,Degrees C,14.0,1984-08
16498,Average Minimum Temperature,1984M08,Rosslare,Degrees C,13.9,1984-08
16499,Average Minimum Temperature,1984M08,Shannon Airport,Degrees C,13.7,1984-08
16500,Average Minimum Temperature,1984M09,Belmullet,Degrees C,9.6,1984-09
16501,Average Minimum Temperature,1984M09,Birr,Degrees C,9.3,1984-09
16502,Average Minimum Temperature,1984M09,Valentia Observatory,Degrees C,10.2,1984-09
16503,Average Minimum Temperature,1984M09,Casement,Degrees C,9.0,1984-09
16504,Average Minimum Temperature,1984M09,Claremorris,Degrees C,8.3,1984-09
