,Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE,New_Date
20119,Most Rainfall in a Day,2004M10,Claremorris,Millimetres,0.0,2004-10
20120,Most Rainfall in a Day,2004M10,Clones,Millimetres,20.3,2004-10
20121,Most Rainfall in a Day,2004M10,Cork airport,Millimetres,37.8,2004-10
20122,Most Rainfall in a Day,2004M10,Dublin airport,Millimetres,22.8,2004-10
20123,Most Rainfall in a Day,2004M10,Galway,Millimetres,29.2,2004-10
20124,Most Rainfall in a Day,2004M10,Kilkenny,Millimetres,33.6,2004-10
20125,Most Rainfall in a Day,2004M10,Malin head,Millimetres,21.6,2004-10
20126,Most Rainfall in a Day,2004M10,Mullingar,Millimetres,23.8,2004-10
20127,Most Rainfall in a Day,2004M10,Roches Point,Millimetres,0.0,2004-10
20128,Most Rainfall in a Day,2004M10,Rosslare,Millimetres,30.1,2004-10
20129,Most Rainfall in a Day,2004M10,Shannon airport,Millimetres,19.3,2004-10
20130,Most Rainfall in a Day,2004M11,Belmullet,Millimetres,12.6,2004-11
20131,Most Rainfall in a Day,2004M11,Birr,Millimetres,14.3,2004-11
20132,Most Rainfall in a Day,2004M11,Valentia Observatory,Millimetres,13.3,2004-11
20133,Most Rainfall in a Day,2004M11,Casement,Millimetres,17.0,2004-11
20134,Most Rainfall in a Day,2004M11,Claremorris,Millimetres,0.0,2004-11
20135,Most Rainfall in a Day,2004M11,Clones,Millimetres,7.0,2004-11
20136,Most Rainfall in a Day,2004M11,Cork airport,Millimetres,16.1,2004-11
20137,Most Rainfall in a Day,2004M11,Dublin airport,Millimetres,13.0,2004-11
20138,Most Rainfall in a Day,2004M11,Galway,Millimetres,13.7,2004-11
20139,Most Rainfall in a Day,2004M11,Kilkenny,Millimetres,11.3,2004-11
20140,Most Rainfall in a Day,2004M11,Malin head,Millimetres,14.2,2004-11
20141,Most Rainfall in a Day,2004M11,Mullingar,Millimetres,15.5,2004-11
20142,Most Rainfall in a Day,2004M11,Roches Point,Millimetres,0.0,2004-11
20143,Most Rainfall in a Day,2004M11,Rosslare,Millimetres,9.7,2004-11
20144,Most Rainfall in a Day,2004M11,Shannon airport,Millimetres,11.1,2004-11
20145,Most Rainfall in a Day,2004M12,Belmullet,Millimetres,18.7,2004-12
20146,Most Rainfall in a Day,2004M12,Birr,Millimetres,16.9,2004-12
20147,Most Rainfall in a Day,2004M12,Valentia Observatory,Millimetres,14.9,2004-12
20148,Most Rainfall in a Day,2004M12,Casement,Millimetres,15.7,2004-12
20149,Most Rainfall in a Day,2004M12,Claremorris,Millimetres,0.0,2004-12
20150,Most Rainfall in a Day,2004M12,Clones,Millimetres,10.2,2004-12
20151,Most Rainfall in a Day,2004M12,Cork airport,Millimetres,24.1,2004-12
20152,Most Rainfall in a Day,2004M12,Dublin airport,Millimetres,9.0,2004-12
20153,Most Rainfall in a Day,2004M12,Galway,Millimetres,18.3,2004-12
20154,Most Rainfall in a Day,2004M12,Kilkenny,Millimetres,10.7,2004-12
20155,Most Rainfall in a Day,2004M12,Malin head,Millimetres,22.5,2004-12
20156,Most Rainfall in a Day,2004M12,Mullingar,Millimetres,13.2,2004-12
20157,Most Rainfall in a Day,2004M12,Roches Point,Millimetres,0.0,2004-12
20158,Most Rainfall in a Day,2004M12,Rosslare,Millimetres,19.4,2004-12
20159,Most Rainfall in a Day,2004M12,Shannon airport,Millimetres,21.2,2004-12
20160,Most Rainfall in a Day,2005M01,Belmullet,Millimetres,44.7,2005-01
20161,Most Rainfall in a Day,2005M01,Birr,Millimetres,39.2,2005-01
20162,Most Rainfall in a Day,2005M01,Valentia Observatory,Millimetres,40.0,2005-01
20163,Most Rainfall in a Day,2005M01,Casement,Millimetres,27.8,2005-01
20164,Most Rainfall in a Day,2005M01,Claremorris,Millimetres,0.0,2005-01
20165,Most Rainfall in a Day,2005M01,Clones,Millimetres,30.0,2005-01
20166,Most Rainfall in a Day,2005M01,Cork airport,Millimetres,26.6,2005-01
20167,Most Rainfall in a Day,2005M01,Dublin airport,Millimetres,25.2,2005-01
20168,Most Rainfall in a Day,2005M01,Galway,Millimetres,29.8,2005-01
20169,Most Rainfall in a Day,2005M01,Kilkenny,Millimetres,16.9,2005-01
20170,Most Rainfall in a Day,2005M01,Malin head,Millimetres,24.7,2005-01
20171,Most Rainfall in a Day,2005M01,Mullingar,Millimetres,30.3,2005-01
20172,Most Rainfall in a Day,2005M01,Roches Point,Millimetres,0.0,2005-01
20173,Most Rainfall in a Day,2005M01,Rosslare,Millimetres,15.4,2005-01
20174,Most Rainfall in a Day,2005M01,Shannon airport,Millimetres,38.2,2005-01
20175,Most Rainfall in a Day,2005M02,Belmullet,Millimetres,13.7,2005-02
20176,Most Rainfall in a Day,2005M02,Birr,Millimetres,18.0,2005-02
20177,Most Rainfall in a Day,2005M02,Valentia Observatory,Millimetres,15.2,2005-02
20178,Most Rainfall in a Day,2005M02,Casement,Millimetres,9.4,2005-02
20179,Most Rainfall in a Day,2005M02,Claremorris,Millimetres,0.0,2005-02
20180,Most Rainfall in a Day,2005M02,Clones,Millimetres,14.1,2005-02
20181,Most Rainfall in a Day,2005M02,Cork airport,Millimetres,7.0,2005-02
20182,Most Rainfall in a Day,2005M02,Dublin airport,Millimetres,10.8,2005-02
20183,Most Rainfall in a Day,2005M02,Galway,Millimetres,26.1,2005-02
20184,Most Rainfall in a Day,2005M02,Kilkenny,Millimetres,4.8,2005-02
20185,Most Rainfall in a Day,2005M02,Malin head,Millimetres,34.3,2005-02
20186,Most Rainfall in a Day,2005M02,Mullingar,Millimetres,7.2,2005-02
20187,Most Rainfall in a Day,2005M02,Roches Point,Millimetres,0.0,2005-02
20188,Most Rainfall in a Day,2005M02,Rosslare,Millimetres,6.8,2005-02
20189,Most Rainfall in a Day,2005M02,Shannon airport,Millimetres,14.0,2005-02
20190,Most Rainfall in a Day,2005M03,Belmullet,Millimetres,11.7,2005-03
20191,Most Rainfall in a Day,2005M03,Birr,Millimetres,13.5,2005-03
20192,Most Rainfall in a Day,2005M03,Valentia Observatory,Millimetres,21.9,2005-03
20193,Most Rainfall in a Day,2005M03,Casement,Millimetres,3.8,2005-03
20194,Most Rainfall in a Day,2005M03,Claremorris,Millimetres,0.0,2005-03
20195,Most Rainfall in a Day,2005M03,Clones,Millimetres,12.1,2005-03
20196,Most Rainfall in a Day,2005M03,Cork airport,Millimetres,32.8,2005-03
20197,Most Rainfall in a Day,2005M03,Dublin airport,Millimetres,2.6,2005-03
20198,Most Rainfall in a Day,2005M03,Galway,Millimetres,17.6,2005-03
20199,Most Rainfall in a Day,2005M03,Kilkenny,Millimetres,22.7,2005-03
20200,Most Rainfall in a Day,2005M03,Malin head,Millimetres,23.4,2005-03
20201,Most Rainfall in a Day,2005M03,Mullingar,Millimetres,15.2,2005-03
20202,Most Rainfall in a Day,2005M03,Roches Point,Millimetres,0.0,2005-03
20203,Most Rainfall in a Day,2005M03,Rosslare,Millimetres,20.8,2005-03
20204,Most Rainfall in a Day,2005M03,Shannon airport,Millimetres,12.9,2005-03
20205,Most Rainfall in a Day,2005M04,Belmullet,Millimetres,15.9,2005-04
20206,Most Rainfall in a Day,2005M04,Birr,Millimetres,12.9,2005-04
20207,Most Rainfall in a Day,2005M04,Valentia Observatory,Millimetres,28.3,2005-04
20208,Most Rainfall in a Day,2005M04,Casement,Millimetres,11.3,2005-04
20209,Most Rainfall in a Day,2005M04,Claremorris,Millimetres,0.0,2005-04
20210,Most Rainfall in a Day,2005M04,Clones,Millimetres,13.2,2005-04
20211,Most Rainfall in a Day,2005M04,Cork airport,Millimetres,24.4,2005-04
20212,Most Rainfall in a Day,2005M04,Dublin airport,Millimetres,0.0,2005-04
20213,Most Rainfall in a Day,2005M04,Galway,Millimetres,13.5,2005-04
20214,Most Rainfall in a Day,2005M04,Kilkenny,Millimetres,14.5,2005-04
20215,Most Rainfall in a Day,2005M04,Malin head,Millimetres,15.3,2005-04
20216,Most Rainfall in a Day,2005M04,Mullingar,Millimetres,12.3,2005-04
20217,Most Rainfall in a Day,2005M04,Roches Point,Millimetres,0.0,2005-04
20218,Most Rainfall in a Day,2005M04,Rosslare,Millimetres,26.6,2005-04
20219,Most Rainfall in a Day,2005M04,Shannon airport,Millimetres,14.9,2005-04
20220,Most Rainfall in a Day,2005M05,Belmullet,Millimetres,27.8,2005-05
20221,Most Rainfall in a Day,2005M05,Birr,Millimetres,8.5,2005-05
20222,Most Rainfall in a Day,2005M05,Valentia Observatory,Millimetres,37.0,2005-05
20223,Most Rainfall in a Day,2005M05,Casement,Millimetres,17.3,2005-05
20224,Most Rainfall in a Day,2005M05,Claremorris,Millimetres,0.0,2005-05
20225,Most Rainfall in a Day,2005M05,Clones,Millimetres,13.2,2005-05
20226,Most Rainfall in a Day,2005M05,Cork airport,Millimetres,16.0,2005-05
20227,Most Rainfall in a Day,2005M05,Dublin airport,Millimetres,22.8,2005-05
20228,Most Rainfall in a Day,2005M05,Galway,Millimetres,27.0,2005-05
20229,Most Rainfall in a Day,2005M05,Kilkenny,Millimetres,13.9,2005-05
20230,Most Rainfall in a Day,2005M05,Malin head,Millimetres,21.7,2005-05
20231,Most Rainfall in a Day,2005M05,Mullingar,Millimetres,16.1,2005-05
20232,Most Rainfall in a Day,2005M05,Roches Point,Millimetres,0.0,2005-05
20233,Most Rainfall in a Day,2005M05,Rosslare,Millimetres,10.8,2005-05
20234,Most Rainfall in a Day,2005M05,Shannon airport,Millimetres,18.3,2005-05
20235,Most Rainfall in a Day,2005M06,Belmullet,Millimetres,12.2,2005-06
20236,Most Rainfall in a Day,2005M06,Birr,Millimetres,5.3,2005-06
20237,Most Rainfall in a Day,2005M06,Valentia Observatory,Millimetres,16.8,2005-06
20238,Most Rainfall in a Day,2005M06,Casement,Millimetres,10.5,2005-06
20239,Most Rainfall in a Day,2005M06,Claremorris,Millimetres,0.0,2005-06
20240,Most Rainfall in a Day,2005M06,Clones,Millimetres,9.0,2005-06
20241,Most Rainfall in a Day,2005M06,Cork airport,Millimetres,13.5,2005-06
20242,Most Rainfall in a Day,2005M06,Dublin airport,Millimetres,6.1,2005-06
20243,Most Rainfall in a Day,2005M06,Galway,Millimetres,16.7,2005-06
20244,Most Rainfall in a Day,2005M06,Kilkenny,Millimetres,8.4,2005-06
20245,Most Rainfall in a Day,2005M06,Malin head,Millimetres,12.4,2005-06
20246,Most Rainfall in a Day,2005M06,Mullingar,Millimetres,6.1,2005-06
20247,Most Rainfall in a Day,2005M06,Roches Point,Millimetres,0.0,2005-06
20248,Most Rainfall in a Day,2005M06,Rosslare,Millimetres,21.5,2005-06
20249,Most Rainfall in a Day,2005M06,Shannon airport,Millimetres,16.4,2005-06
20250,Most Rainfall in a Day,2005M07,Belmullet,Millimetres,6.2,2005-07
20251,Most Rainfall in a Day,2005M07,Birr,Millimetres,19.7,2005-07
20252,Most Rainfall in a Day,2005M07,Valentia Observatory,Millimetres,36.1,2005-07
20253,Most Rainfall in a Day,2005M07,Casement,Millimetres,33.7,2005-07
20254,Most Rainfall in a Day,2005M07,Claremorris,Millimetres,0.0,2005-07
20255,Most Rainfall in a Day,2005M07,Clones,Millimetres,8.4,2005-07
20256,Most Rainfall in a Day,2005M07,Cork airport,Millimetres,73.2,2005-07
20257,Most Rainfall in a Day,2005M07,Dublin airport,Millimetres,37.8,2005-07
20258,Most Rainfall in a Day,2005M07,Galway,Millimetres,9.7,2005-07
20259,Most Rainfall in a Day,2005M07,Kilkenny,Millimetres,17.3,2005-07
20260,Most Rainfall in a Day,2005M07,Malin head,Millimetres,6.7,2005-07
20261,Most Rainfall in a Day,2005M07,Mullingar,Millimetres,17.5,2005-07
20262,Most Rainfall in a Day,2005M07,Roches Point,Millimetres,0.0,2005-07
20263,Most Rainfall in a Day,2005M07,Rosslare,Millimetres,30.8,2005-07
20264,Most Rainfall in a Day,2005M07,Shannon airport,Millimetres,11.3,2005-07
20265,Most Rainfall in a Day,2005M08,Belmullet,Millimetres,13.7,2005-08
20266,Most Rainfall in a Day,2005M08,Birr,Millimetres,14.3,2005-08
20267,Most Rainfall in a Day,2005M08,Valentia Observatory,Millimetres,22.5,2005-08
20268,Most Rainfall in a Day,2005M08,Casement,Millimetres,6.4,2005-08
20269,Most Rainfall in a Day,2005M08,Claremorris,Millimetres,0.0,2005-08
20270,Most Rainfall in a Day,2005M08,Clones,Millimetres,20.4,2005-08
20271,Most Rainfall in a Day,2005M08,Cork airport,Millimetres,15.4,2005-08
20272,Most Rainfall in a Day,2005M08,Dublin airport,Millimetres,3.9,2005-08
20273,Most Rainfall in a Day,2005M08,Galway,Millimetres,24.5,2005-08
20274,Most Rainfall in a Day,2005M08,Kilkenny,Millimetres,9.1,2005-08
20275,Most Rainfall in a Day,2005M08,Malin head,Millimetres,25.8,2005-08
20276,Most Rainfall in a Day,2005M08,Mullingar,Millimetres,14.1,2005-08
20277,Most Rainfall in a Day,2005M08,Roches Point,Millimetres,0.0,2005-08
20278,Most Rainfall in a Day,2005M08,Rosslare,Millimetres,8.2,2005-08
20279,Most Rainfall in a Day,2005M08,Shannon airport,Millimetres,18.9,2005-08
20280,Most Rainfall in a Day,2005M09,Belmullet,Millimetres,20.4,2005-09
20281,Most Rainfall in a Day,2005M09,Birr,Millimetres,9.9,2005-09
20282,Most Rainfall in a Day,2005M09,Valentia Observatory,Millimetres,27.4,2005-09
20283,Most Rainfall in a Day,2005M09,Casement,Millimetres,10.1,2005-09
20284,Most Rainfall in a Day,2005M09,Claremorris,Millimetres,0.0,2005-09
20285,Most Rainfall in a Day,2005M09,Clones,Millimetres,12.4,2005-09
20286,Most Rainfall in a Day,2005M09,Cork airport,Millimetres,20.2,2005-09
20287,Most Rainfall in a Day,2005M09,Dublin airport,Millimetres,13.4,2005-09
20288,Most Rainfall in a Day,2005M09,Galway,Millimetres,14.8,2005-09
20289,Most Rainfall in a Day,2005M09,Kilkenny,Millimetres,12.6,2005-09
20290,Most Rainfall in a Day,2005M09,Malin head,Millimetres,18.5,2005-09
20291,Most Rainfall in a Day,2005M09,Mullingar,Millimetres,8.9,2005-09
20292,Most Rainfall in a Day,2005M09,Roches Point,Millimetres,0.0,2005-09
20293,Most Rainfall in a Day,2005M09,Rosslare,Millimetres,19.0,2005-09
20294,Most Rainfall in a Day,2005M09,Shannon airport,Millimetres,21.7,2005-09
20295,Most Rainfall in a Day,2005M10,Belmullet,Millimetres,33.0,2005-10
20296,Most Rainfall in a Day,2005M10,Birr,Millimetres,20.9,2005-10
20297,Most Rainfall in a Day,2005M10,Valentia Observatory,Millimetres,34.7,2005-10
20298,Most Rainfall in a Day,2005M10,Casement,Millimetres,20.1,2005-10
20299,Most Rainfall in a Day,2005M10,Claremorris,Millimetres,0.0,2005-10
20300,Most Rainfall in a Day,2005M10,Clones,Millimetres,27.6,2005-10
20301,Most Rainfall in a Day,2005M10,Cork airport,Millimetres,37.2,2005-10
20302,Most Rainfall in a Day,2005M10,Dublin airport,Millimetres,28.5,2005-10
20303,Most Rainfall in a Day,2005M10,Galway,Millimetres,41.6,2005-10
20304,Most Rainfall in a Day,2005M10,Kilkenny,Millimetres,33.3,2005-10
20305,Most Rainfall in a Day,2005M10,Malin head,Millimetres,21.0,2005-10
20306,Most Rainfall in a Day,2005M10,Mullingar,Millimetres,28.5,2005-10
20307,Most Rainfall in a Day,2005M10,Roches Point,Millimetres,0.0,2005-10
20308,Most Rainfall in a Day,2005M10,Rosslare,Millimetres,29.3,2005-10
20309,Most Rainfall in a Day,2005M10,Shannon airport,Millimetres,22.4,2005-10
20310,Most Rainfall in a Day,2005M11,Belmullet,Millimetres,11.5,2005-11
20311,Most Rainfall in a Day,2005M11,Birr,Millimetres,20.2,2005-11
20312,Most Rainfall in a Day,2005M11,Valentia Observatory,Millimetres,14.5,2005-11
20313,Most Rainfall in a Day,2005M11,Casement,Millimetres,17.6,2005-11
20314,Most Rainfall in a Day,2005M11,Claremorris,Millimetres,0.0,2005-11
20315,Most Rainfall in a Day,2005M11,Clones,Millimetres,10.4,2005-11
20316,Most Rainfall in a Day,2005M11,Cork airport,Millimetres,27.0,2005-11
20317,Most Rainfall in a Day,2005M11,Dublin airport,Millimetres,15.1,2005-11
20318,Most Rainfall in a Day,2005M11,Galway,Millimetres,18.5,2005-11
20319,Most Rainfall in a Day,2005M11,Kilkenny,Millimetres,12.8,2005-11
20320,Most Rainfall in a Day,2005M11,Malin head,Millimetres,13.5,2005-11
20321,Most Rainfall in a Day,2005M11,Mullingar,Millimetres,21.1,2005-11
20322,Most Rainfall in a Day,2005M11,Roches Point,Millimetres,0.0,2005-11
20323,Most Rainfall in a Day,2005M11,Rosslare,Millimetres,22.7,2005-11
20324,Most Rainfall in a Day,2005M11,Shannon airport,Millimetres,10.0,2005-11
20325,Most Rainfall in a Day,2005M12,Belmullet,Millimetres,28.8,2005-12
20326,Most Rainfall in a Day,2005M12,Birr,Millimetres,11.4,2005-12
20327,Most Rainfall in a Day,2005M12,Valentia Observatory,Millimetres,47.6,2005-12
20328,Most Rainfall in a Day,2005M12,Casement,Millimetres,17.3,2005-12
20329,Most Rainfall in a Day,2005M12,Claremorris,Millimetres,0.0,2005-12
20330,Most Rainfall in a Day,2005M12,Clones,Millimetres,15.8,2005-12
20331,Most Rainfall in a Day,2005M12,Cork airport,Millimetres,17.3,2005-12
20332,Most Rainfall in a Day,2005M12,Dublin airport,Millimetres,22.1,2005-12
20333,Most Rainfall in a Day,2005M12,Galway,Millimetres,14.8,2005-12
20334,Most Rainfall in a Day,2005M12,Kilkenny,Millimetres,9.3,2005-12
20335,Most Rainfall in a Day,2005M12,Malin head,Millimetres,15.6,2005-12
20336,Most Rainfall in a Day,2005M12,Mullingar,Millimetres,14.2,2005-12
20337,Most Rainfall in a Day,2005M12,Roches Point,Millimetres,0.0,2005-12
20338,Most Rainfall in a Day,2005M12,Rosslare,Millimetres,14.6,2005-12
20339,Most Rainfall in a Day,2005M12,Shannon airport,Millimetres,8.9,2005-12
20340,Most Rainfall in a Day,2006M01,Belmullet,Millimetres,24.9,2006-01
20341,Most Rainfall in a Day,2006M01,Birr,Millimetres,11.6,2006-01
20342,Most Rainfall in a Day,2006M01,Valentia Observatory,Millimetres,36.1,2006-01
20343,Most Rainfall in a Day,2006M01,Casement,Millimetres,8.8,2006-01
20344,Most Rainfall in a Day,2006M01,Claremorris,Millimetres,0.0,2006-01
20345,Most Rainfall in a Day,2006M01,Clones,Millimetres,15.9,2006-01
20346,Most Rainfall in a Day,2006M01,Cork airport,Millimetres,12.0,2006-01
20347,Most Rainfall in a Day,2006M01,Dublin airport,Millimetres,3.5,2006-01
20348,Most Rainfall in a Day,2006M01,Galway,Millimetres,13.6,2006-01
20349,Most Rainfall in a Day,2006M01,Kilkenny,Millimetres,8.6,2006-01
20350,Most Rainfall in a Day,2006M01,Malin head,Millimetres,18.4,2006-01
20351,Most Rainfall in a Day,2006M01,Mullingar,Millimetres,9.6,2006-01
20352,Most Rainfall in a Day,2006M01,Roches Point,Millimetres,0.0,2006-01
20353,Most Rainfall in a Day,2006M01,Rosslare,Millimetres,12.7,2006-01
20354,Most Rainfall in a Day,2006M01,Shannon airport,Millimetres,20.1,2006-01
20355,Most Rainfall in a Day,2006M02,Belmullet,Millimetres,21.3,2006-02
20356,Most Rainfall in a Day,2006M02,Birr,Millimetres,7.4,2006-02
20357,Most Rainfall in a Day,2006M02,Valentia Observatory,Millimetres,19.9,2006-02
20358,Most Rainfall in a Day,2006M02,Casement,Millimetres,10.8,2006-02
20359,Most Rainfall in a Day,2006M02,Claremorris,Millimetres,0.0,2006-02
20360,Most Rainfall in a Day,2006M02,Clones,Millimetres,8.8,2006-02
20361,Most Rainfall in a Day,2006M02,Cork airport,Millimetres,9.4,2006-02
20362,Most Rainfall in a Day,2006M02,Dublin airport,Millimetres,10.1,2006-02
20363,Most Rainfall in a Day,2006M02,Galway,Millimetres,12.8,2006-02
20364,Most Rainfall in a Day,2006M02,Kilkenny,Millimetres,9.4,2006-02
20365,Most Rainfall in a Day,2006M02,Malin head,Millimetres,9.3,2006-02
20366,Most Rainfall in a Day,2006M02,Mullingar,Millimetres,8.4,2006-02
20367,Most Rainfall in a Day,2006M02,Roches Point,Millimetres,0.0,2006-02
20368,Most Rainfall in a Day,2006M02,Rosslare,Millimetres,12.9,2006-02
20369,Most Rainfall in a Day,2006M02,Shannon airport,Millimetres,10.1,2006-02
20370,Most Rainfall in a Day,2006M03,Belmullet,Millimetres,19.8,2006-03
20371,Most Rainfall in a Day,2006M03,Birr,Millimetres,9.4,2006-03
20372,Most Rainfall in a Day,2006M03,Valentia Observatory,Millimetres,28.8,2006-03
20373,Most Rainfall in a Day,2006M03,Casement,Millimetres,5.5,2006-03
20374,Most Rainfall in a Day,2006M03,Claremorris,Millimetres,0.0,2006-03
20375,Most Rainfall in a Day,2006M03,Clones,Millimetres,18.3,2006-03
20376,Most Rainfall in a Day,2006M03,Cork airport,Millimetres,24.7,2006-03
20377,Most Rainfall in a Day,2006M03,Dublin airport,Millimetres,11.9,2006-03
20378,Most Rainfall in a Day,2006M03,Galway,Millimetres,19.2,2006-03
20379,Most Rainfall in a Day,2006M03,Kilkenny,Millimetres,12.6,2006-03
20380,Most Rainfall in a Day,2006M03,Malin head,Millimetres,31.4,2006-03
20381,Most Rainfall in a Day,2006M03,Mullingar,Millimetres,18.6,2006-03
20382,Most Rainfall in a Day,2006M03,Roches Point,Millimetres,0.0,2006-03
20383,Most Rainfall in a Day,2006M03,Rosslare,Millimetres,18.4,2006-03
20384,Most Rainfall in a Day,2006M03,Shannon airport,Millimetres,18.8,2006-03
20385,Most Rainfall in a Day,2006M04,Belmullet,Millimetres,12.4,2006-04
20386,Most Rainfall in a Day,2006M04,Birr,Millimetres,5.8,2006-04
20387,Most Rainfall in a Day,2006M04,Valentia Observatory,Millimetres,13.5,2006-04
20388,Most Rainfall in a Day,2006M04,Casement,Millimetres,5.7,2006-04
20389,Most Rainfall in a Day,2006M04,Claremorris,Millimetres,0.0,2006-04
20390,Most Rainfall in a Day,2006M04,Clones,Millimetres,11.9,2006-04
20391,Most Rainfall in a Day,2006M04,Cork airport,Millimetres,8.0,2006-04
20392,Most Rainfall in a Day,2006M04,Dublin airport,Millimetres,7.9,2006-04
20393,Most Rainfall in a Day,2006M04,Galway,Millimetres,13.1,2006-04
20394,Most Rainfall in a Day,2006M04,Kilkenny,Millimetres,6.3,2006-04
20395,Most Rainfall in a Day,2006M04,Malin head,Millimetres,11.9,2006-04
20396,Most Rainfall in a Day,2006M04,Mullingar,Millimetres,9.4,2006-04
20397,Most Rainfall in a Day,2006M04,Roches Point,Millimetres,0.0,2006-04
20398,Most Rainfall in a Day,2006M04,Rosslare,Millimetres,5.8,2006-04
20399,Most Rainfall in a Day,2006M04,Shannon airport,Millimetres,5.8,2006-04
20400,Most Rainfall in a Day,2006M05,Belmullet,Millimetres,16.1,2006-05
20401,Most Rainfall in a Day,2006M05,Birr,Millimetres,12.7,2006-05
20402,Most Rainfall in a Day,2006M05,Valentia Observatory,Millimetres,22.5,2006-05
20403,Most Rainfall in a Day,2006M05,Casement,Millimetres,16.8,2006-05
20404,Most Rainfall in a Day,2006M05,Claremorris,Millimetres,0.0,2006-05
20405,Most Rainfall in a Day,2006M05,Clones,Millimetres,17.0,2006-05
20406,Most Rainfall in a Day,2006M05,Cork airport,Millimetres,27.6,2006-05
20407,Most Rainfall in a Day,2006M05,Dublin airport,Millimetres,15.8,2006-05
20408,Most Rainfall in a Day,2006M05,Galway,Millimetres,22.7,2006-05
20409,Most Rainfall in a Day,2006M05,Kilkenny,Millimetres,15.9,2006-05
20410,Most Rainfall in a Day,2006M05,Malin head,Millimetres,11.4,2006-05
20411,Most Rainfall in a Day,2006M05,Mullingar,Millimetres,25.5,2006-05
20412,Most Rainfall in a Day,2006M05,Roches Point,Millimetres,0.0,2006-05
20413,Most Rainfall in a Day,2006M05,Rosslare,Millimetres,19.3,2006-05
20414,Most Rainfall in a Day,2006M05,Shannon airport,Millimetres,15.8,2006-05
20415,Most Rainfall in a Day,2006M06,Belmullet,Millimetres,9.5,2006-06
20416,Most Rainfall in a Day,2006M06,Birr,Millimetres,7.3,2006-06
20417,Most Rainfall in a Day,2006M06,Valentia Observatory,Millimetres,13.1,2006-06
20418,Most Rainfall in a Day,2006M06,Casement,Millimetres,7.5,2006-06
20419,Most Rainfall in a Day,2006M06,Claremorris,Millimetres,0.0,2006-06
20420,Most Rainfall in a Day,2006M06,Clones,Millimetres,6.7,2006-06
20421,Most Rainfall in a Day,2006M06,Cork airport,Millimetres,6.1,2006-06
20422,Most Rainfall in a Day,2006M06,Dublin airport,Millimetres,4.4,2006-06
20423,Most Rainfall in a Day,2006M06,Galway,Millimetres,0.0,2006-06
20424,Most Rainfall in a Day,2006M06,Kilkenny,Millimetres,9.7,2006-06
20425,Most Rainfall in a Day,2006M06,Malin head,Millimetres,15.6,2006-06
20426,Most Rainfall in a Day,2006M06,Mullingar,Millimetres,6.4,2006-06
20427,Most Rainfall in a Day,2006M06,Roches Point,Millimetres,0.0,2006-06
20428,Most Rainfall in a Day,2006M06,Rosslare,Millimetres,7.1,2006-06
20429,Most Rainfall in a Day,2006M06,Shannon airport,Millimetres,4.4,2006-06
20430,Most Rainfall in a Day,2006M07,Belmullet,Millimetres,24.0,2006-07
20431,Most Rainfall in a Day,2006M07,Birr,Millimetres,12.9,2006-07
20432,Most Rainfall in a Day,2006M07,Valentia Observatory,Millimetres,28.1,2006-07
20433,Most Rainfall in a Day,2006M07,Casement,Millimetres,6.4,2006-07
20434,Most Rainfall in a Day,2006M07,Claremorris,Millimetres,0.0,2006-07
20435,Most Rainfall in a Day,2006M07,Clones,Millimetres,16.2,2006-07
20436,Most Rainfall in a Day,2006M07,Cork airport,Millimetres,14.2,2006-07
20437,Most Rainfall in a Day,2006M07,Dublin airport,Millimetres,6.4,2006-07
20438,Most Rainfall in a Day,2006M07,Galway,Millimetres,15.1,2006-07
20439,Most Rainfall in a Day,2006M07,Kilkenny,Millimetres,9.2,2006-07
20440,Most Rainfall in a Day,2006M07,Malin head,Millimetres,11.7,2006-07
20441,Most Rainfall in a Day,2006M07,Mullingar,Millimetres,14.3,2006-07
20442,Most Rainfall in a Day,2006M07,Roches Point,Millimetres,0.0,2006-07
20443,Most Rainfall in a Day,2006M07,Rosslare,Millimetres,26.1,2006-07
20444,Most Rainfall in a Day,2006M07,Shannon airport,Millimetres,9.8,2006-07
20445,Most Rainfall in a Day,2006M08,Belmullet,Millimetres,6.4,2006-08
20446,Most Rainfall in a Day,2006M08,Birr,Millimetres,15.3,2006-08
20447,Most Rainfall in a Day,2006M08,Valentia Observatory,Millimetres,10.8,2006-08
20448,Most Rainfall in a Day,2006M08,Casement,Millimetres,21.8,2006-08
20449,Most Rainfall in a Day,2006M08,Claremorris,Millimetres,0.0,2006-08
20450,Most Rainfall in a Day,2006M08,Clones,Millimetres,13.7,2006-08
20451,Most Rainfall in a Day,2006M08,Cork airport,Millimetres,23.1,2006-08
20452,Most Rainfall in a Day,2006M08,Dublin airport,Millimetres,18.2,2006-08
20453,Most Rainfall in a Day,2006M08,Galway,Millimetres,16.7,2006-08
20454,Most Rainfall in a Day,2006M08,Kilkenny,Millimetres,12.8,2006-08
20455,Most Rainfall in a Day,2006M08,Malin head,Millimetres,15.5,2006-08
20456,Most Rainfall in a Day,2006M08,Mullingar,Millimetres,16.3,2006-08
20457,Most Rainfall in a Day,2006M08,Roches Point,Millimetres,0.0,2006-08
20458,Most Rainfall in a Day,2006M08,Rosslare,Millimetres,19.0,2006-08
20459,Most Rainfall in a Day,2006M08,Shannon airport,Millimetres,9.0,2006-08
20460,Most Rainfall in a Day,2006M09,Belmullet,Millimetres,57.0,2006-09
